ID,Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Speed Limit,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Accident Severity,Traffic Volume,Road Condition,Accident Cause,Region,Vehicle Type
154,UK,2006,April,Monday,Night,Urban,Highway,Windy,438.16330297087546,30,0.0517501759032481,0,Poor,Severe,8891.670338518607,Icy,Drunk Driving,Australia,Truck
155,Russia,2001,October,Tuesday,Morning,Urban,Highway,Windy,474.7879725717176,108,0.1523541334603063,0,Moderate,Severe,8815.671993718295,Icy,Distracted Driving,Asia,Car
156,Germany,2000,January,Tuesday,Afternoon,Urban,Street,Foggy,455.5430513868285,86,0.2212070023579616,0,Poor,Minor,5019.853879106541,Dry,Weather,Asia,Bicycle
157,Brazil,2013,June,Tuesday,Morning,Urban,Main Road,Snowy,371.5022813068017,80,0.1291738425190863,1,Moderate,Severe,2055.351806448209,Icy,Drunk Driving,Australia,Motorcycle
158,USA,2002,July,Saturday,Morning,Urban,Main Road,Foggy,377.6700768291526,97,0.0688665863153714,0,Good,Moderate,1597.5720758053155,Dry,Distracted Driving,Asia,Car
159,Russia,2005,March,Wednesday,Evening,Rural,Main Road,Rainy,302.95058987402035,38,0.2023339131041192,1,Good,Moderate,7861.728467513732,Icy,Drunk Driving,North America,Car
160,UK,2005,May,Tuesday,Night,Urban,Street,Windy,377.2506363650624,101,0.0470093573548333,1,Moderate,Moderate,6539.669695638208,Snow-covered,Distracted Driving,Asia,Motorcycle
161,Germany,2002,September,Sunday,Night,Rural,Main Road,Clear,242.73262322442315,107,0.184011680790426,0,Good,Minor,3985.55142158702,Icy,Distracted Driving,Australia,Car
162,Japan,2008,November,Sunday,Morning,Urban,Highway,Clear,410.9056812668392,55,0.0568976748594513,1,Poor,Moderate,7691.747619290594,Wet,Weather,North America,Bicycle
163,Canada,2020,March,Sunday,Afternoon,Rural,Main Road,Foggy,226.1022347184544,116,0.2109109690238662,0,Poor,Moderate,6257.105589935927,Snow-covered,Mechanical Failure,Australia,Car
164,Australia,2002,April,Tuesday,Evening,Urban,Highway,Foggy,348.7128847297494,40,0.213898800328103,1,Poor,Moderate,290.92496205376256,Icy,Distracted Driving,Asia,Car
165,Russia,2015,August,Tuesday,Morning,Rural,Street,Windy,389.12530054353874,111,0.2487733608658664,0,Good,Moderate,2050.1439745339753,Dry,Drunk Driving,Asia,Motorcycle
166,Japan,2017,March,Sunday,Afternoon,Rural,Main Road,Snowy,110.20881684610464,89,0.185164026486383,1,Moderate,Moderate,2451.027015426271,Dry,Mechanical Failure,Europe,Bicycle
167,Japan,2024,August,Tuesday,Morning,Rural,Main Road,Rainy,203.3995169932272,108,0.0656072919216682,0,Poor,Minor,4084.4436301520504,Icy,Weather,Asia,Car
168,Brazil,2006,April,Saturday,Evening,Rural,Highway,Snowy,163.07140084729235,55,0.0187985188839934,0,Poor,Minor,4796.589718727764,Wet,Distracted Driving,Asia,Car
169,Japan,2011,February,Friday,Afternoon,Urban,Highway,Snowy,464.967687886355,53,0.1006363093007891,1,Moderate,Minor,8316.254916379681,Icy,Weather,North America,Bicycle
170,UK,2008,October,Wednesday,Night,Urban,Main Road,Foggy,227.58902612135367,46,0.0402431533168006,1,Moderate,Severe,9016.127585961867,Wet,Drunk Driving,Europe,Bicycle
171,Canada,2007,August,Friday,Night,Rural,Highway,Clear,293.1162290373684,52,0.1674094517425068,1,Good,Severe,3479.5584514119464,Wet,Speeding,Asia,Car
172,Canada,2016,March,Monday,Afternoon,Rural,Street,Foggy,362.4798798937176,102,0.0112534536377713,1,Moderate,Severe,4435.672924586674,Wet,Drunk Driving,Europe,Car
173,Australia,2016,January,Monday,Morning,Urban,Main Road,Foggy,401.90636647250926,109,0.1899879005291299,1,Good,Minor,4277.677390693727,Icy,Speeding,Europe,Bicycle
174,Japan,2013,April,Wednesday,Night,Rural,Main Road,Clear,216.0056597314808,59,0.1754050618333544,1,Poor,Moderate,6344.798523724828,Dry,Weather,South America,Motorcycle
175,Brazil,2001,October,Thursday,Morning,Urban,Highway,Snowy,346.9887904250011,72,0.239443688840422,1,Good,Moderate,1310.9926582191536,Icy,Drunk Driving,South America,Car
176,Japan,2018,June,Monday,Night,Rural,Highway,Rainy,437.6517830330844,75,0.2444031341428295,1,Moderate,Severe,7901.009160003207,Wet,Mechanical Failure,South America,Car
177,Japan,2024,April,Tuesday,Evening,Urban,Highway,Rainy,423.4836667762784,117,0.163001398364472,0,Good,Moderate,9240.624529499704,Dry,Drunk Driving,Australia,Bicycle
178,Canada,2008,February,Saturday,Night,Rural,Street,Snowy,113.17228376070491,37,0.0125524626875146,0,Good,Moderate,7625.181061432686,Dry,Weather,Australia,Car
179,Germany,2017,November,Tuesday,Night,Urban,Street,Rainy,452.0623911823302,107,0.2199332704662887,1,Poor,Severe,2525.315634614333,Snow-covered,Weather,South America,Car
180,Australia,2007,October,Sunday,Afternoon,Rural,Main Road,Rainy,84.99853456389687,88,0.030034740869144,0,Good,Moderate,1707.5378291847346,Icy,Mechanical Failure,North America,Motorcycle
181,USA,2014,June,Wednesday,Evening,Urban,Main Road,Clear,291.4431157237343,64,0.0245874580617639,1,Moderate,Severe,3140.3060438644675,Wet,Speeding,Asia,Bicycle
182,Australia,2010,November,Thursday,Night,Urban,Highway,Windy,140.72030697925334,72,0.0185261010569706,0,Moderate,Severe,3969.5105821002694,Snow-covered,Weather,North America,Truck
183,Canada,2011,September,Saturday,Morning,Rural,Street,Snowy,459.17587486226273,70,0.0105198460384108,0,Moderate,Minor,1418.3375157668358,Wet,Mechanical Failure,South America,Motorcycle
184,Germany,2013,December,Friday,Evening,Rural,Highway,Snowy,170.51532654483748,47,0.0762485724883753,1,Good,Severe,4063.6306106487755,Snow-covered,Mechanical Failure,Asia,Bicycle
185,Australia,2006,February,Wednesday,Night,Rural,Street,Windy,68.49719345971532,67,0.0875148753896817,0,Moderate,Moderate,8092.476996369555,Dry,Mechanical Failure,Asia,Car
186,India,2012,August,Tuesday,Morning,Urban,Highway,Snowy,104.89535975012036,68,0.1924121585432755,0,Moderate,Severe,9407.33930092477,Snow-covered,Mechanical Failure,Australia,Motorcycle
187,USA,2000,August,Thursday,Morning,Urban,Main Road,Windy,168.66720903739977,117,0.2161187123336924,1,Moderate,Minor,847.5255278795906,Wet,Drunk Driving,North America,Car
188,Japan,2023,December,Thursday,Evening,Urban,Street,Snowy,154.46653305879852,64,0.0231077364714927,1,Good,Moderate,1462.492186879038,Icy,Weather,Europe,Bicycle
189,USA,2003,November,Saturday,Afternoon,Rural,Street,Snowy,449.38204070297394,98,0.0819428457240752,1,Moderate,Minor,6267.351774878227,Snow-covered,Distracted Driving,South America,Bicycle
190,USA,2012,August,Sunday,Night,Rural,Main Road,Clear,184.6030801572996,51,0.1614230576784422,1,Good,Minor,648.0466843048318,Wet,Distracted Driving,South America,Car
191,Japan,2020,June,Monday,Evening,Urban,Main Road,Clear,255.42104996744857,108,0.1477192527536363,1,Moderate,Moderate,7363.977068470517,Dry,Drunk Driving,Europe,Car
192,Germany,2002,December,Tuesday,Evening,Rural,Main Road,Snowy,151.8890076471048,82,0.04633677826374,1,Good,Moderate,7006.729292867864,Wet,Drunk Driving,South America,Car
193,Germany,2006,July,Thursday,Night,Urban,Main Road,Rainy,467.2007206520367,95,0.1109864019312759,1,Good,Moderate,1079.4047118433637,Dry,Mechanical Failure,North America,Car
194,India,2006,August,Wednesday,Night,Urban,Street,Windy,411.8002571879515,113,0.1226235937400276,0,Good,Moderate,7784.662908659767,Icy,Drunk Driving,North America,Motorcycle
195,Australia,2002,April,Wednesday,Afternoon,Rural,Street,Foggy,442.2781452808435,65,0.1291017710021357,0,Good,Minor,3434.1446741238324,Snow-covered,Weather,Asia,Car
196,UK,2003,February,Monday,Morning,Urban,Street,Rainy,326.82581104789534,40,0.0121935777874037,0,Moderate,Severe,6580.1968460381595,Wet,Mechanical Failure,North America,Car
197,Japan,2001,February,Wednesday,Evening,Urban,Main Road,Rainy,237.94677159328663,118,0.0840794731510056,1,Moderate,Minor,829.097540386265,Snow-covered,Mechanical Failure,North America,Motorcycle
198,Russia,2002,May,Sunday,Evening,Urban,Main Road,Windy,221.7028095489964,107,0.0628898265623396,1,Moderate,Severe,8145.097899296599,Dry,Distracted Driving,North America,Truck
199,Japan,2019,August,Monday,Morning,Rural,Main Road,Clear,367.4047653833908,44,0.1261102018678138,0,Good,Minor,3218.109958730364,Wet,Mechanical Failure,Asia,Truck
200,UK,2014,November,Sunday,Night,Rural,Street,Snowy,221.92763289947897,43,0.0482784835938218,1,Moderate,Minor,6503.489375366295,Icy,Mechanical Failure,North America,Car
201,Japan,2007,April,Saturday,Afternoon,Urban,Main Road,Clear,377.38372303719854,72,0.0503605097518709,1,Moderate,Severe,5889.670456673917,Icy,Weather,North America,Truck
202,Russia,2020,October,Saturday,Night,Rural,Main Road,Foggy,377.6626089142719,91,0.1067862381550027,0,Moderate,Minor,9190.43286343331,Wet,Distracted Driving,Australia,Motorcycle
203,China,2002,February,Monday,Night,Urban,Main Road,Clear,105.85686809126148,94,0.2472223016780247,1,Moderate,Moderate,3419.483062639835,Dry,Distracted Driving,Europe,Car
204,UK,2015,July,Wednesday,Afternoon,Urban,Main Road,Clear,285.09079848053733,65,0.0162300430001318,1,Moderate,Minor,6299.560157826659,Wet,Speeding,Asia,Motorcycle
205,India,2013,November,Wednesday,Morning,Urban,Main Road,Clear,252.98193402246247,93,0.0792496406167172,0,Poor,Severe,5851.80434270581,Wet,Weather,Australia,Truck
206,India,2019,November,Saturday,Afternoon,Urban,Main Road,Snowy,428.5417598303266,81,0.1444023976299063,1,Good,Moderate,4941.886805858881,Dry,Weather,Europe,Car
207,Germany,2023,August,Saturday,Morning,Urban,Main Road,Rainy,455.0841344649816,118,0.1278129957159229,1,Poor,Moderate,4047.729332925677,Dry,Mechanical Failure,Europe,Motorcycle
208,Australia,2002,March,Wednesday,Morning,Urban,Highway,Rainy,456.3196635115725,59,0.2481176957082119,1,Good,Minor,5631.567886211243,Icy,Speeding,Australia,Motorcycle
209,USA,2016,April,Friday,Afternoon,Urban,Street,Windy,445.7379146131009,45,0.1969839543273393,1,Good,Moderate,9456.475980684752,Icy,Distracted Driving,North America,Motorcycle
210,India,2012,June,Wednesday,Evening,Urban,Highway,Windy,294.504998010909,36,0.1716409034927782,0,Good,Minor,8116.671962675351,Dry,Distracted Driving,Australia,Car
211,China,2013,January,Thursday,Evening,Urban,Highway,Foggy,180.21297443253803,77,0.0637606306627127,0,Poor,Moderate,522.3831929624555,Dry,Weather,Europe,Bicycle
212,Germany,2006,October,Wednesday,Morning,Rural,Street,Foggy,307.43663107476755,39,0.0738131861797573,1,Good,Severe,1975.006798732894,Snow-covered,Drunk Driving,Asia,Motorcycle
213,UK,2001,February,Friday,Morning,Urban,Main Road,Foggy,88.2895991477515,74,0.1535512715855968,0,Moderate,Minor,1019.6848144630729,Snow-covered,Weather,Europe,Motorcycle
214,USA,2005,April,Sunday,Night,Rural,Street,Snowy,139.07319445579628,89,0.0521464985522989,1,Good,Moderate,7851.279510223508,Snow-covered,Speeding,Australia,Bicycle
215,USA,2020,January,Friday,Afternoon,Urban,Highway,Rainy,367.11958484626695,62,0.0348313885813293,0,Poor,Moderate,8347.283778280653,Icy,Drunk Driving,Europe,Bicycle
216,Brazil,2009,January,Saturday,Afternoon,Rural,Main Road,Clear,314.45456057563285,105,0.0399678722340152,1,Good,Minor,769.5586078109508,Snow-covered,Mechanical Failure,South America,Motorcycle
217,Brazil,2005,June,Friday,Night,Urban,Highway,Clear,373.314075220185,58,0.1838123650052394,0,Good,Moderate,5482.375737539191,Icy,Speeding,Australia,Car
218,USA,2005,March,Friday,Afternoon,Urban,Street,Clear,290.23116674990393,84,0.1013462223689689,0,Good,Moderate,7053.806986702624,Wet,Drunk Driving,Australia,Motorcycle
219,UK,2000,April,Saturday,Night,Urban,Main Road,Windy,363.8094313810293,55,0.0770805924812866,1,Poor,Minor,9638.14000536548,Icy,Distracted Driving,Australia,Motorcycle
220,Russia,2011,September,Saturday,Morning,Rural,Street,Clear,313.6662187712824,67,0.1226667420827291,0,Poor,Moderate,1231.337004117918,Snow-covered,Drunk Driving,Asia,Bicycle
221,China,2007,February,Tuesday,Evening,Rural,Main Road,Rainy,389.4096007639285,113,0.0605989194703395,0,Moderate,Moderate,3389.2181987353097,Wet,Speeding,South America,Bicycle
222,Japan,2021,June,Saturday,Morning,Rural,Street,Rainy,439.5505172116103,86,0.0063340702502986,1,Poor,Severe,2741.862846155077,Dry,Speeding,Europe,Car
223,USA,2020,February,Thursday,Afternoon,Rural,Street,Rainy,367.0683025435671,109,0.1054900471489894,0,Moderate,Minor,6998.341206755807,Wet,Weather,South America,Car
224,USA,2015,March,Saturday,Afternoon,Rural,Main Road,Foggy,494.1276962017712,32,0.1354625431718212,0,Good,Minor,3190.8814405500375,Snow-covered,Distracted Driving,Australia,Truck
225,USA,2014,February,Wednesday,Night,Rural,Highway,Snowy,260.909639143812,50,0.1577639846064572,0,Good,Severe,7515.6455190222305,Snow-covered,Mechanical Failure,Europe,Bicycle
226,China,2017,August,Tuesday,Night,Rural,Street,Rainy,222.6363890946389,48,0.1979417010612542,1,Poor,Severe,7988.366517998313,Snow-covered,Speeding,Australia,Truck
227,UK,2009,February,Friday,Night,Urban,Main Road,Foggy,159.51623644844796,113,0.1836796529737859,0,Good,Minor,6548.647118964883,Icy,Weather,North America,Truck
228,India,2024,November,Friday,Afternoon,Urban,Main Road,Rainy,225.2112699329994,109,0.0713202514282574,1,Poor,Moderate,7560.652091989619,Dry,Distracted Driving,North America,Motorcycle
229,Australia,2016,November,Wednesday,Morning,Rural,Highway,Rainy,187.07028509713223,82,0.2075712626655652,1,Poor,Severe,9280.917697307335,Dry,Speeding,North America,Motorcycle
230,Brazil,2006,November,Sunday,Evening,Rural,Main Road,Clear,317.1363704746472,74,0.0935193788873393,0,Poor,Severe,1657.1154184672957,Dry,Weather,Asia,Car
231,Australia,2012,May,Friday,Afternoon,Rural,Main Road,Clear,292.9654769385893,69,0.1264701244887615,1,Moderate,Minor,2908.0331512147986,Dry,Mechanical Failure,Asia,Truck
232,Japan,2009,December,Monday,Morning,Urban,Main Road,Foggy,373.34409970759634,45,0.0416492037027151,0,Moderate,Moderate,4179.632759423375,Dry,Distracted Driving,Australia,Truck
233,UK,2015,July,Wednesday,Afternoon,Rural,Main Road,Snowy,77.33044504520493,52,0.0972251638353416,0,Good,Severe,2388.966041410596,Dry,Drunk Driving,Asia,Car
234,UK,2000,June,Monday,Evening,Rural,Highway,Snowy,181.75779562812215,45,0.0676188307891043,1,Poor,Severe,591.9923314131452,Icy,Distracted Driving,North America,Truck
235,Canada,2009,May,Saturday,Evening,Urban,Main Road,Snowy,360.8364598527496,89,0.2200663997582466,0,Poor,Moderate,4646.206575705557,Icy,Weather,Europe,Car
236,Canada,2022,June,Monday,Night,Urban,Highway,Snowy,63.90387696136054,95,0.1498193240525925,1,Poor,Minor,5452.30944772732,Snow-covered,Weather,South America,Car
237,India,2008,May,Friday,Morning,Rural,Main Road,Foggy,240.77394290116737,119,0.1352300567090849,0,Poor,Minor,1759.6150519533467,Snow-covered,Speeding,Asia,Truck
238,Canada,2000,January,Friday,Afternoon,Rural,Main Road,Clear,290.2717554235571,112,0.0788227869753511,1,Poor,Moderate,8491.637488555894,Wet,Distracted Driving,Australia,Motorcycle
239,Russia,2002,May,Tuesday,Night,Rural,Highway,Windy,215.4052908817098,35,0.043830767974984,0,Good,Severe,7816.13691292441,Snow-covered,Distracted Driving,Australia,Bicycle
240,Russia,2017,December,Friday,Morning,Urban,Main Road,Foggy,409.0778601478645,33,0.1418719698304553,0,Moderate,Minor,7949.31504628657,Snow-covered,Distracted Driving,Asia,Truck
241,India,2021,November,Sunday,Afternoon,Urban,Street,Snowy,96.28928312996406,79,0.0763009958096523,0,Good,Minor,9337.079901189434,Icy,Weather,Asia,Car
242,Canada,2003,April,Monday,Afternoon,Rural,Highway,Snowy,440.3788110055197,65,0.1436005369310196,0,Good,Minor,5996.348676520658,Dry,Speeding,North America,Car
243,Russia,2020,September,Sunday,Morning,Urban,Main Road,Snowy,237.8041912904446,78,0.0449618951996546,1,Moderate,Severe,3173.6857115243415,Snow-covered,Mechanical Failure,North America,Car
244,Brazil,2006,August,Saturday,Night,Urban,Street,Rainy,480.1475410422339,116,0.0611091193607913,1,Good,Minor,1555.37030933931,Dry,Weather,South America,Bicycle
245,China,2002,December,Monday,Night,Urban,Highway,Foggy,358.87480513867257,47,0.0731758568813366,1,Good,Moderate,6739.278477788928,Snow-covered,Distracted Driving,South America,Car
246,Canada,2015,May,Wednesday,Afternoon,Urban,Highway,Foggy,152.737048489312,100,0.1313296823554594,0,Moderate,Minor,9139.660976565146,Icy,Mechanical Failure,South America,Motorcycle
247,Russia,2022,January,Saturday,Evening,Urban,Main Road,Rainy,361.1359165524447,119,0.1354535126074352,0,Good,Moderate,3173.660366701525,Icy,Distracted Driving,North America,Bicycle
248,UK,2014,March,Friday,Night,Rural,Highway,Snowy,459.383108077069,88,0.0154621507878053,1,Moderate,Severe,2734.3159627969276,Dry,Weather,North America,Truck
249,Japan,2021,May,Saturday,Morning,Rural,Street,Windy,140.52815767561538,45,0.1687638865133065,1,Poor,Minor,9422.651932623068,Snow-covered,Mechanical Failure,South America,Motorcycle
250,Germany,2015,June,Friday,Afternoon,Rural,Main Road,Rainy,138.60146344563748,101,0.1814250286591464,0,Good,Severe,523.7877973485922,Dry,Distracted Driving,Asia,Bicycle
251,UK,2008,September,Thursday,Morning,Urban,Street,Rainy,208.6379043584753,70,0.1911169376904882,0,Good,Moderate,5143.019479980571,Icy,Mechanical Failure,Europe,Bicycle
252,Russia,2006,March,Friday,Night,Rural,Highway,Rainy,264.0984852845924,111,0.2405806798808634,0,Good,Minor,7439.11109787973,Icy,Distracted Driving,North America,Motorcycle
253,Australia,2021,April,Sunday,Morning,Rural,Highway,Clear,69.16239452505586,63,0.1910513235276583,1,Moderate,Moderate,8784.98780821541,Icy,Weather,Asia,Car
254,China,2006,May,Friday,Afternoon,Rural,Highway,Foggy,488.5838826759881,97,0.0858851190774867,0,Moderate,Moderate,7549.683165720031,Icy,Mechanical Failure,Australia,Motorcycle
255,China,2004,April,Wednesday,Night,Urban,Street,Foggy,153.39988637355947,36,0.089756589564751,0,Moderate,Minor,4005.928156001493,Dry,Weather,Europe,Bicycle
256,Canada,2016,December,Monday,Evening,Rural,Highway,Rainy,498.33823435223326,75,0.2204730741054678,0,Good,Moderate,1545.9584700578368,Dry,Distracted Driving,Australia,Bicycle
257,Russia,2016,January,Thursday,Morning,Rural,Highway,Foggy,449.7720396652169,39,0.0498863825998412,0,Moderate,Moderate,9342.366658807294,Icy,Mechanical Failure,Australia,Bicycle
258,Russia,2021,April,Sunday,Evening,Urban,Main Road,Foggy,138.47170570588324,48,0.0712300941938676,0,Moderate,Moderate,8524.573607489985,Icy,Distracted Driving,Europe,Bicycle
259,Australia,2016,January,Monday,Evening,Urban,Main Road,Clear,122.60403434944376,33,0.1319651698979699,0,Good,Minor,3293.8755520414734,Icy,Weather,South America,Car
260,Russia,2012,June,Wednesday,Afternoon,Urban,Street,Rainy,484.04587932111326,72,0.103981926621756,1,Moderate,Minor,7099.621195663598,Wet,Mechanical Failure,North America,Bicycle
261,India,2014,May,Thursday,Afternoon,Urban,Street,Foggy,251.10504613221596,117,0.0838195390922255,0,Moderate,Minor,2580.734221112686,Icy,Mechanical Failure,North America,Truck
262,Japan,2019,July,Sunday,Morning,Rural,Highway,Clear,179.80155172708555,41,0.0747530934716633,1,Moderate,Minor,4572.426857348723,Snow-covered,Drunk Driving,South America,Car
263,Germany,2001,February,Monday,Night,Rural,Highway,Clear,177.36674490604636,90,0.0408158061953726,0,Poor,Minor,740.7902073103604,Snow-covered,Drunk Driving,South America,Bicycle
264,Brazil,2005,November,Friday,Morning,Rural,Highway,Rainy,357.0791373980484,68,0.247575617374217,1,Moderate,Severe,1055.3910947825477,Snow-covered,Mechanical Failure,Asia,Bicycle
